Common name,Body mass (g),Metabolic rate (W),Maximum longevity (yrs),R_raw,R_mass_specific,R_allometric_scaled,Predicted_Lifespan,Residual,Relative_Error
Masked booby,1289.0,5.5209,25.5,5.5209,4.283087664856478,0.025663754539661934,15.849428387803133,9.650571612196867,0.37845378871360263
Lesser hedgehog tenrec,116.4,0.75,19.0,0.75,6.443298969072165,0.021163940317931507,13.864193154804681,5.135806845195319,0.2703056234313326
Streaked tenrec,116.4,0.38,2.7,0.38,3.2646048109965635,0.01072306309441863,17.24969402638903,-14.54969402638903,-5.38877556532927
Dobson's shrew tenrec,44.6,0.315,5.6,0.315,7.062780269058296,0.018251955857426443,13.438323276740068,-7.838323276740068,-1.3997005851321551
Talazac's shrew tenrec,44.0,0.243,5.8,0.243,5.5227272727272725,0.014223836981523613,14.596368364142025,-8.796368364142026,-1.5166152351969011
Greater hedgehog tenrec,427.6,0.573,14.1,0.573,1.3400374181478014,0.006093633772501323,22.2639934651448,-8.1639934651448,-0.5790066287336738
"Tailess tenrec, or Tenrec",650.0,0.729,8.7,0.729,1.1215384615384614,0.005662947179801525,23.33873050804314,-14.638730508043142,-1.6826127020739245
Pronghorn,34779.3,50.973,17.0,50.973,1.4656131664524585,0.020014722221991726,21.73182181741883,-4.73182181741883,-0.27834245984816647
Domestic cattle,347000.0,306.77,20.0,306.77,0.8840634005763688,0.02145684086393558,24.809949114527967,-4.809949114527967,-0.24049745572639836
Blue wildebeest,196500.0,230.073,24.3,230.073,1.1708549618320612,0.02465152207712545,23.07682609912958,1.223173900870421,0.0503363745214165
Waterbuck,100000.0,148.949,30.0,148.949,1.4894900000000002,0.026487293984588756,21.636445890533185,8.363554109466815,0.2787851369822272
Kirk's dik-dik,4290.0,11.966,17.3,11.966,2.789277389277389,0.022573870504055977,18.08963362330925,-0.7896336233092498,-0.04564356204099709
Mountain goat,32000.0,46.414,20.8,46.414,1.4504375,0.019399320321984784,21.793354658501897,-0.9933546585018966,-0.047757435504898874
Bighorn sheep,67030.8,114.674,20.6,114.674,1.7107657972156085,0.02752701754208953,20.82701761825497,-0.22701761825496902,-0.011020272730823738
Blue duiker,4200.0,10.075,15.9,10.075,2.3988095238095237,0.019311147765879062,18.91377339271489,-3.0137733927148904,-0.18954549639716292
Steenbok,9600.0,20.619,9.3,20.619,2.1478125,0.021260044726494193,19.529420353774835,-10.229420353774834,-1.099937672448907
Eland,141404.0,190.209,26.1,190.209,1.3451458233147577,0.026084636629894825,22.241268904547866,3.8587310954521357,0.14784410327402817
Dromedary,407000.0,224.779,28.4,224.779,0.5522825552825553,0.013949541327105458,27.82783364699658,0.5721663530034178,0.02014670257054288
Llama,115000.0,148.94,28.9,148.94,1.2951304347826087,0.02384997725715756,22.46804163233208,6.431958367667917,0.22255911306809403
Western roe deer,21500.0,46.347,17.5,46.347,2.1556744186046513,0.026103141821673843,19.508912074910842,-2.0089120749108424,-0.11479497570919099
Red deer,67000.0,112.43,31.5,112.43,1.6780597014925374,0.026997659065397406,20.938952518951922,10.561047481048078,0.33527134860470087
White-tailed deer,61862.5,123.447,23.0,123.447,1.9955061628611843,0.031470956312932875,19.944507698061457,3.0554923019385427,0.1328474913886323
"Caribou, or Reindeer",85000.0,119.66,21.8,119.66,1.4077647058823528,0.024037251319522134,21.970338474367917,-0.1703384743679166,-0.007813691484766816
Wild boar,135000.0,104.15,27.0,104.15,0.7714814814814815,0.014787983179388729,25.66933125267602,1.3306687473239798,0.049284027678665916
Collared peccary,20500.0,33.165,31.5,33.165,1.6178048780487804,0.019358183657725892,21.151781508869067,10.348218491130933,0.32851487273431534
Lesser mouse-deer,1615.5,4.883,14.0,4.883,3.0225936242649336,0.01916269126024416,17.65825702517438,-3.658257025174379,-0.2613040732267414
Red panda,5740.0,4.898,19.0,4.898,0.8533101045296166,0.007427366619432213,25.0321514365959,-6.0321514365959,-0.3174816545576789
Coyote,10148.9,19.423,21.8,19.423,1.9138034663855195,0.019208881624283355,20.18232554394674,1.6176744560532619,0.07420525027767257
Black-backed jackal,7720.0,21.533,16.7,21.533,2.789248704663213,0.026145175726427237,18.08968918825357,-1.3896891882535698,-0.08321492145230958
Crab-eating fox,5444.0,8.502,12.7,8.502,1.5617193240264513,0.013414747830052566,21.358089334802305,-8.658089334802305,-0.681739317700969
African wild dog,8750.0,33.01,17.0,33.01,3.7725714285714282,0.03648711156173472,16.496085405661205,0.503914594338795,0.029642034961105592
Arctic fox,3600.0,7.665,16.3,7.665,2.1291666666666664,0.016492454082599917,19.57840358191867,-3.2784035819186705,-0.2011290541054399
Kit fox,1769.0,4.928,15.8,4.928,2.785754663651781,0.018066533241502224,18.096462422398087,-2.2964624223980863,-0.14534572293658773
Swift fox,1769.0,4.948,15.9,4.948,2.7970604861503676,0.018139855210826502,18.07458127508223,-2.1745812750822306,-0.13676611792970003
Red fox,4580.3,13.731,21.3,13.731,2.9978385695260132,0.02466219480624196,17.70217154895141,3.597828451048592,0.16891213385204656
Fennec,1159.2,2.693,16.3,2.693,2.3231538992408556,0.013555563447056107,19.09127799163745,-2.7912779916374504,-0.17124404856671474
Malagasy civet,2260.0,5.02262,21.4,5.02262,2.222398230088496,0.015323183142995642,19.338224621271372,2.061775378728626,0.09634464386582366
Cheetah,38446.1,61.77,20.5,61.77,1.6066649152970003,0.022497713552768275,21.19211016481746,-0.6921101648174606,-0.03376147145451027
Ocelot,10500.0,17.368,28.2,17.368,1.654095238095238,0.016743946826251004,21.022547771817948,7.177452228182052,0.25451958255964724
Margay,3600.0,5.227,24.0,5.227,1.4519444444444445,0.011246713305903428,21.787212117283985,2.2127878827160146,0.09219949511316727
Serval,1012.0,1.44,22.4,1.44,1.4229249011857708,0.008025592557127283,21.906779396011117,0.4932206039888811,0.022018776963789337
Bobcat,9400.0,23.446,32.3,23.446,2.494255319148936,0.024559689420115213,18.698776803536656,13.60122319646334,0.4210905014384936
Lion,98000.0,94.58,28.0,94.58,0.9651020408163266,0.017075748627123515,24.263130509448498,3.736869490551502,0.13345962466255365
Jaguar,50400.0,62.419,28.0,62.419,1.2384722222222222,0.018556407638159633,22.737099830238183,5.262900169761817,0.18796072034863634
Tiger,137900.0,133.859,26.3,133.859,0.970696156635243,0.01870571773395392,24.22727817855436,2.07272182144564,0.0788107156443209
Cougar,37200.0,49.326,27.0,49.326,1.3259677419354838,0.018414871542697407,22.327087910009055,4.672912089990945,0.17307081814781278
Jaguarundi,8400.0,9.69,18.6,9.69,1.1535714285714285,0.011043692673979484,23.16718836710764,-4.56718836710764,-0.24554776167245376
Slender mongoose,519.6,2.202,12.6,2.202,4.237875288683602,0.020233241156302803,15.902966484160316,-3.302966484160317,-0.2621401971555807
Javan mongoose,611.0,2.248,16.6,2.248,3.6792144026186584,0.018292177174226428,16.625389303264928,-0.02538930326492661,-0.0015294761002967836
Meerkat,850.0,1.729,20.6,1.729,2.0341176470588236,0.010983248226993977,19.835944004657442,0.7640559953425594,0.037090096861289286
Striped hyena,34300.0,31.954,25.0,31.954,0.9316034985422742,0.012678113657004777,24.48275985804499,0.5172401419550106,0.020689605678200423
Aardwolf,7902.6,11.563,20.0,11.563,1.4631893300938932,0.013795677251591925,21.741601509021294,-1.7416015090212937,-0.08708007545106469
Eastern spotted skunk,624.0,1.674,10.5,1.674,2.6826923076923075,0.013408092931607458,18.30077056542998,-7.800770565429978,-0.7429305300409503
Tayra,2950.0,6.811,22.3,6.811,2.308813559322034,0.017015486402643363,19.125669576553626,3.1743304234463743,0.14234665575992708
Sea otter,26832.8,98.479,27.0,98.479,3.6700977907635433,0.0469725497111035,16.638220772426727,10.361779227573273,0.3837696010212323
Wolverine,12700.0,31.765,19.5,31.765,2.501181102362205,0.026551928441074353,18.683544657545987,0.8164553424540131,0.04186950474123144
European otter,10000.0,25.104,18.2,25.104,2.5103999999999997,0.025103999999999998,18.663344111524307,-0.4633441115243073,-0.02545846766617073
American marten,966.5,3.579,17.8,3.579,3.703052250387998,0.0206471591141789,16.592012230016586,1.207987769983415,0.06786448145974242
European pine marten,920.0,4.0,18.2,4.0,4.3478260869565215,0.023945235949808238,15.773910829407104,2.4260891705928955,0.13330160277982944
"European badger, or Old World badger",11050.0,16.647,18.6,16.647,1.506515837104072,0.015445937422781811,21.56948188768413,-2.969481887684129,-0.1596495638539854
Ermine,125.5,1.276,12.5,1.276,10.167330677290837,0.034030464732610614,11.823276568714203,0.6767234312857973,0.05413787450286378
Long-tailed weasel,225.0,1.344,8.8,1.344,5.973333333333334,0.02313462052134564,14.221229016253774,-5.421229016253774,-0.6160487518470197
American mink,660.0,2.722,11.4,2.722,4.124242424242424,0.020904037182557882,16.04053163919166,-4.640531639191659,-0.4070641788764613
American badger,9000.0,15.062,25.0,15.062,1.6735555555555555,0.0163004938096198,20.95456089945575,4.04543910054425,0.16181756402177
African palm civet,4270.0,5.565,21.0,5.565,1.3032786885245904,0.010535235847435598,22.43043403145096,-1.430434031450961,-0.06811590625956956
Harbor seal,27400.0,73.29,47.6,73.29,2.6748175182481755,0.034413734163435274,18.316751734809408,29.283248265190593,0.6151942912855166
Cacomistle,1280.0,3.537,24.0,3.537,2.76328125,0.016528276997435802,18.14026265174891,5.859737348251091,0.24415572284379547
White-nosed coati,3670.0,6.733,26.4,6.733,1.8346049046321524,0.01427937063497006,20.42413340671253,5.975866593287467,0.22635858307907072
South american coati,3924.3,5.591,23.7,5.591,1.4247126876130776,0.011276331688452799,21.899334326024036,1.8006656739759634,0.07597745459814192
Kinkajou,2318.0,4.294,38.4,4.294,1.8524590163934425,0.012853664689336249,20.368600080043418,18.03139991995658,0.4695677062488693
Crab-eating raccoon,1160.0,2.588,19.0,2.588,2.231034482758621,0.013020293679373155,19.31656060770047,-0.31656060770047034,-0.01666108461581423
Common raccoon,4842.2,10.428,21.0,10.428,2.153566560654248,0.017964659082684853,19.51440216101721,1.485597838982791,0.07074275423727576
Sloth bear,66957.0,47.064,33.3,47.064,0.7028988753976433,0.011306855583643803,26.263585625307638,7.0364143746923595,0.21130373497574656
Binturong,14280.0,12.747,27.0,12.747,0.8926470588235295,0.009758022838324148,24.749453064742273,2.250546935257727,0.08335359019473064
Small-toothed palm civet,2010.0,3.085,16.1,3.085,1.5348258706467663,0.01027680522090611,21.460002321010474,-5.360002321010473,-0.33291939882052624
Large-spotted genet,1699.0,4.189,21.3,4.189,2.465567981165391,0.015829431805014126,18.762390925220114,2.537609074779887,0.11913657628074587
Asian palm civet,3282.6,5.534,24.5,5.534,1.685858770486809,0.012760734738212222,20.912037859440506,3.587962140559494,0.14644743430855078
Harbor porpoise,28500.0,107.675,20.4,107.675,3.7780701754385966,0.0490886665942839,16.488585969128142,3.911414030871857,0.1917359819054832
Greater sac-winged bat,7.8,0.081,6.0,0.081,10.384615384615385,0.01735457836690719,11.733258213784922,-5.7332582137849215,-0.9555430356308202
Australian false vampire bat,126.0,0.639,22.6,0.639,5.071428571428571,0.01699115686266072,15.010285119964433,7.589714880035569,0.33582809203697206
Schreibers's long-fingered bat,10.9,0.145,22.0,0.145,13.302752293577981,0.024171195375733902,10.709575336334384,11.290424663665616,0.5132011210757098
Brazilian free-tailed bat,13.3,0.117,12.0,0.117,8.796992481203008,0.01679952997563361,12.450551698236621,-0.45055169823662133,-0.03754597485305178
Greater bulldog bat,61.0,0.4,11.8,0.4,6.557377049180328,0.018325786181450764,13.782190251158514,-1.9821902511585137,-0.1679822246744503
Jamaican fruit-eating bat,46.1,0.359,19.2,0.359,7.787418655097613,0.020291715026873016,12.993544626938155,6.206455373061845,0.3232528840136378
Seba's short-tailed bat,14.9,0.24,17.0,0.24,16.10738255033557,0.031646197956844216,9.95742532855767,7.042574671442329,0.41426909832013703
Vampire bat,29.4,0.194,29.2,0.194,6.598639455782314,0.015365306653464769,13.752947391795136,15.447052608204864,0.52900865096592
Pallas's long-tongued bat,9.6,0.164,11.0,0.164,17.083333333333336,0.030070484340440944,9.732923414151266,1.2670765858487343,0.11518878053170312
California leaf-nosed bat,11.7,0.082,17.0,0.082,7.008547008547009,0.012962072793577275,13.473792628545032,3.5262073714549675,0.2074239630267628
Pale spear-nosed bat,33.5,0.267,9.0,0.267,7.970149253731344,0.019174659302080527,12.889191123393243,-3.8891911233932426,-0.43213234704369363
Greater spear-nosed bat,84.2,0.559,18.0,0.559,6.63895486935867,0.020110725550402615,13.724585526976288,4.275414473023712,0.23752302627909513
White-lined broad-nosed bat,21.9,0.25,13.0,0.25,11.415525114155251,0.02469488013700421,11.335358401191762,1.6646415988082381,0.12804935375447984
Little yellow-shouldered bat,21.4,0.237,12.0,0.237,11.074766355140188,0.02381979480795106,11.461864871037976,0.5381351289620238,0.044844594080168644
Lesser short-nosed fruit bat,37.2,0.262,10.1,0.262,7.043010752688172,0.01739378455288754,13.451214995053132,-3.351214995053132,-0.3318034648567458
Moluccan naked-backed fruit bat,312.4,1.411,12.3,1.411,4.516645326504483,0.01898863492546518,15.5830292335295,-3.283029233529499,-0.26691294581540637
Indian flying fox,562.2,1.622,44.0,1.622,2.8850942725008895,0.01404858938114773,17.907615182778454,26.092384817221546,0.5930087458459442
Variable flying fox,520.8,1.618,20.3,1.618,3.106758832565285,0.01484141419633267,17.512004221748672,2.7879957782513287,0.13733969350991768
Gray-headed flying fox,598.0,1.768,23.6,1.768,2.956521739130435,0.014620302979437179,17.776407595451698,5.823592404548304,0.2467623900232332
Little golden-mantled flying fox,194.2,0.705,17.2,0.705,3.630278063851699,0.013551962705078116,16.694704746305252,0.5052952536947473,0.029377631028764378
Rodriguez flying fox,254.5,0.753,28.0,0.753,2.9587426326129664,0.011817595924475077,17.772386800581145,10.227613199418855,0.3652718999792448
Little red flying fox,362.0,1.353,15.8,1.353,3.7375690607734806,0.016302956460352434,16.544123889424046,-0.7441238894240456,-0.047096448697724405
Large flying fox,1024.3,4.486,20.9,4.486,4.379576296007029,0.02477643912943881,15.737354372070833,5.162645627929166,0.24701653722149122
Egyptian rousette,146.0,0.684,22.9,0.684,4.684931506849316,0.0162851386284944,15.400911696304867,7.499088303695132,0.32747110496485293
Pallid bat,22.0,0.104,14.8,0.104,4.7272727272727275,0.010238028370430516,15.356299457335389,-0.5562994573353883,-0.03758780117131002
Big brown bat,13.3,0.113,19.0,0.113,8.496240601503759,0.016225187070483742,12.604125871584003,6.395874128415997,0.33662495412715776
Little brown bat,5.8,0.051,34.0,0.051,8.793103448275863,0.01364580563003663,12.452496946145848,21.54750305385415,0.6337500898192397
Black myotis,3.7,0.027,7.0,0.027,7.2972972972972965,0.010120744731963751,13.288611426546177,-6.288611426546177,-0.8983730609351682
Cave myotis,11.9,0.04,11.3,0.04,3.361344537815126,0.006243092509123626,17.096094051478648,-5.796094051478647,-0.5129286771220042
Fish-eating bat,25.0,0.199,10.0,0.199,7.96,0.01779910110089833,12.894911437279292,-2.8949114372792923,-0.2894911437279292
Yuma myotis,5.0,0.047,14.0,0.047,9.4,0.014056278543479473,12.160904322501139,1.839095677498861,0.13136397696420435
Brown big-eared bat,10.2,0.082,30.0,0.082,8.039215686274511,0.014366921657221237,12.850495080852765,17.149504919147233,0.5716501639715744
Screaming hairy armadillo,1110.0,1.707,16.2,1.707,1.5378378378378377,0.008876490385867528,21.44848869623176,-5.24848869623176,-0.3239807837180099
Large hairy armadillo,4540.0,4.508,25.2,4.508,0.9929515418502203,0.00815064574706817,24.086881774950506,1.1131182250494938,0.04417135813688467
Nine-banded armadillo,3413.7,4.655,22.3,4.655,1.363623048305358,0.010423190403169039,22.159875057428515,0.1401249425714859,0.006283629711725825
Six-banded armadillo,8190.0,6.901,22.1,6.901,0.8426129426129426,0.008015841129606696,25.111523906694043,-3.011523906694041,-0.13626805007665344
Giant armadillo,45190.0,16.892,15.0,16.892,0.3737995131666298,0.005450035319246491,30.43101124628702,-15.43101124628702,-1.0287340830858014
Southern three-banded armadillo,1160.0,1.172,36.8,1.172,1.0103448275862068,0.0058963617435182905,23.979568727195915,12.820431272804083,0.34838128458706746
Pichi,1740.0,2.192,12.5,2.192,1.2597701149425289,0.008136331102601292,22.634373507064414,-10.134373507064414,-0.8107498805651531
Kultarr,25.8,0.141,3.5,0.141,5.4651162790697665,0.01231698274972277,14.646937516070091,-11.146937516070091,-3.18483929030574
Yellow-footed antechinus,46.5,0.252,3.9,0.252,5.419354838709678,0.01415177210098417,14.68755714549258,-10.78755714549258,-2.766040293716046
Brown antechinus,25.0,0.189,5.4,0.189,7.56,0.016904673909898412,13.127602093011262,-7.727602093011262,-1.431037424631715
Dusky antechinus,66.9,0.351,3.3,0.351,5.246636771300448,0.015005052806032504,14.84460541416565,-11.544605414165652,-3.4983652770198947
Mulgara,91.0,0.26,7.4,0.26,2.857142857142857,0.00882454462682189,17.959984311468364,-10.559984311468364,-1.4270249069551844
Kowari,100.0,0.439,8.0,0.439,4.39,0.013882398928139184,15.725420478855117,-7.725420478855117,-0.9656775598568896
Western quoll,1326.7,2.991,6.2,2.991,2.254465968191754,0.013606200492893258,19.258262270340815,-13.058262270340816,-2.106171333925938
Northern quoll,571.0,1.501,5.9,1.501,2.628721541155867,0.012850014302703357,18.41139818883892,-12.51139818883892,-2.120575964209986
"Tiger quoll, or Australian tiger cat",1782.0,3.142,6.8,3.142,1.7631874298540964,0.011455799551243831,20.652566388073577,-13.852566388073576,-2.037142115893173
Eastern quoll,945.3,2.26,6.8,2.26,2.390775415212102,0.01325657080330195,18.932316718965357,-12.132316718965356,-1.7841642233772583
Brush-tailed phascogale,153.7,0.694,5.9,0.694,4.5152895250487965,0.015898423805748657,15.584528682953357,-9.684528682953356,-1.6414455394836196
Pygmy planigale,10.6,0.067,5.8,0.067,6.320754716981132,0.011405002997418,13.954231263579672,-8.154231263579671,-1.405901941996495
Narrow-nosed planigale,7.1,0.063,5.2,0.063,8.87323943661972,0.014484275871447879,12.412622266729144,-7.212622266729144,-1.3870427436017585
Fat-tailed marsupial mouse,43.1,0.152,7.0,0.152,3.5266821345707657,0.009036195852075365,16.84509903638209,-9.845099036382091,-1.406442719483156
Tasmanian devil,6126.8,8.664,13.0,8.664,1.41411503558138,0.01251103289149682,21.94362152324867,-8.94362152324867,-0.6879708864037438
Fat-tailed dunnart,16.0,0.121,5.0,0.121,7.5625,0.015125,13.12610221472629,-8.12610221472629,-1.625220442945258
Stripe-faced dunnart,20.6,0.128,4.9,0.128,6.213592233009709,0.01323760915880034,14.034687818737542,-9.134687818737541,-1.8642220038239878
Numbat,438.2,0.907,11.0,0.907,2.0698311273391146,0.009470066030242004,19.73759789132112,-8.73759789132112,-0.7943270810291927
Central American woolly opossum,342.7,1.194,8.7,1.194,3.4840968777356287,0.014990590770203609,16.908419011249492,-8.208419011249493,-0.9434964380746544
Water opossum (yapok),940.5,2.793,3.1,2.793,2.9696969696969697,0.016445680010670535,17.75260550187759,-14.65260550187759,-4.726646936089545
Southern opossum,1244.3,3.31,4.2,3.31,2.6601301936831954,0.015799166208632604,18.346703474947443,-14.146703474947444,-3.3682627321303436
Virginia opossum,2846.6,5.299,6.6,5.299,1.8615190051289259,0.013597187481376246,20.34065181357742,-13.74065181357742,-2.0819169414511243
Lutrine opossum,812.0,2.265,2.9,2.265,2.789408866995074,0.014890222400189274,18.089378946348788,-15.189378946348787,-5.237716878051306
Robinson's mouse opossum,122.0,0.547,5.0,0.547,4.483606557377049,0.014901069946631111,15.619719761057192,-10.619719761057192,-2.1239439522114383
Brown four-eyed opossum,336.0,1.144,3.0,1.144,3.404761904761904,0.01457711454470068,17.028816656301224,-14.028816656301224,-4.676272218767075
"Northern red-sided opossum, or Short bare-tailed opossum",91.5,0.366,3.9,0.366,4.0,0.01237129790109639,16.196109269931135,-12.296109269931135,-3.152848530751573
Gray short-tailed opossum,104.0,0.335,5.1,0.335,3.2211538461538467,0.010286551448437866,17.320411227999756,-12.220411227999756,-2.396159064313678
Gray four-eyed opossum,751.0,1.886,4.4,1.886,2.511318242343542,0.013146548127704029,18.66133671335191,-14.26133671335191,-3.2412128893981613
Pygmy gliding possum,14.0,0.084,8.8,0.084,6.0,0.011606018521606016,14.200088423688356,-5.400088423688356,-0.6136464117827677
Mountain pygmy possum,44.3,0.205,12.0,0.205,4.6275395033860045,0.01193853580860805,15.462144706798457,-3.4621447067984565,-0.28851205889987136
Eastern pygmy possum,64.8,0.311,10.3,0.311,4.799382716049383,0.013616927796295725,15.281393322177745,-4.981393322177745,-0.48363041962890724
Matschie's tree kangaroo,6960.0,7.96,26.9,7.96,1.1436781609195403,0.010446147120703011,23.21959544078522,3.6804045592147787,0.13681801335370924
Spectacled hare-wallaby,2660.0,4.749,8.8,4.749,1.7853383458646614,0.012821562157360961,20.58060939386503,-11.780609393865028,-1.3387056129392076
Tammar wallaby,4796.0,7.78,15.1,7.78,1.622185154295246,0.01349957873390917,21.136009961516187,-6.0360099615161875,-0.3997357590408071
Wallaroo,29647.9,33.056,22.0,33.056,1.114952492419362,0.014630354418666652,23.374676851510092,-1.3746768515100918,-0.0624853114322769
Red kangaroo,28500.0,31.353,25.0,31.353,1.1001052631578947,0.014293726154916028,23.456589144879874,1.5434108551201255,0.06173643420480502
Quokka,2702.3,4.695,13.8,4.695,1.7374088739222144,0.01252666391589681,20.737608532067476,-6.937608532067475,-0.5027252559469185
Leadbeater's possum,166.0,0.574,14.1,0.574,3.4578313253012043,0.012411687326618681,16.947923465363164,-2.8479234653631647,-0.20198038761440884
Sugar glider,129.3,0.517,17.8,0.517,3.998453209590101,0.013483158797279515,16.198081640195465,1.601918359804536,0.08999541347216493
"Common spotted cuscus, or Spotted cuscus",4250.0,6.27,17.0,6.27,1.4752941176470586,0.011911757495666458,21.69294190466575,-4.6929419046657515,-0.2760554061568089
Brush-tailed possum,1993.5,3.8,15.9,3.8,1.9061951341861048,0.012737125166996793,20.205057292372196,-4.3050572923721955,-0.27075832027498087
Koala,4732.4,5.744,22.1,5.744,1.2137604598089766,0.010067075993010897,22.85879883754256,-0.7587988375425603,-0.03433478902907512
Rufous 'rat'-kangaroo,2820.0,5.978,12.8,5.978,2.1198581560283687,0.015447886840239027,19.603040848696807,-6.803040848696806,-0.5314875663044379
Woylie,1018.0,3.132,18.8,3.132,3.076620825147348,0.017378445245023234,17.563842200905704,1.236157799094297,0.06575307441990941
Long-nosed potoroo,1045.5,2.556,14.5,2.556,2.444763271162123,0.013901697101903018,18.809058849106496,-4.309058849106496,-0.2971764723521721
"Common ringtail, or Ring-tailed possum",859.3,2.27,10.1,2.27,2.6416850925171653,0.0143026742781044,18.384589024741313,-8.284589024741313,-0.8202563390832984
Southern hairy-nosed wombat,27348.2,16.001,29.9,16.001,0.5850842102953759,0.007524030801160421,27.450390850680034,2.449609149319965,0.08192672740200552
Four-toed hedgehog,450.0,0.828,11.4,0.828,1.8399999999999999,0.00847463400693831,20.407288093077945,-9.007288093077944,-0.7901129906208723
Eastern European hedgehog,822.7,1.937,7.0,1.937,2.3544426887079126,0.012609518342494488,19.01707616008125,-12.017076160081249,-1.7167251657258926
Western European hedgehog,1213.5,2.434,11.7,2.434,2.0057684384013186,0.011838338079213405,19.915421458250233,-8.215421458250233,-0.7021727742094217
Long-eared hedgehog,398.5,0.845,7.6,0.845,2.1204516938519444,0.009474045467568007,19.601466223972096,-12.001466223972097,-1.5791402926279074
Desert hedgehog,451.5,0.63,6.3,0.63,1.3953488372093024,0.006432017738619429,22.02296773579095,-15.722967735790949,-2.4957091644112617
Rock hyrax,2458.0,4.954,14.8,4.954,2.015459723352319,0.014191215443755319,19.888108682481494,-5.088108682481494,-0.3437911271946955
Black-tailed jackrabbit,2300.0,7.314,11.8,7.314,3.18,0.022022117676633087,17.38841664860938,-5.588416648609378,-0.4735946312380829
Mountain hare,3014.5,8.443,18.0,8.443,2.800796151932327,0.020753212027902947,18.06737371063544,-0.06737371063544018,-0.003742983924191121
European rabbit,2167.9,7.395,13.0,7.395,3.411135199963098,0.02327602121200161,17.019024796659163,-4.0190247966591635,-0.3091557535891664
Audubon's cottontail rabbit,686.9,2.506,7.8,2.506,3.6482748580579414,0.01867716387663289,16.669087540850366,-8.869087540850366,-1.1370625052372265
American pika,109.0,0.932,7.0,0.932,8.550458715596331,0.027627783170422294,12.575960314572285,-5.575960314572285,-0.7965657592246121
"Bushveld elephant shrew, or Long-eared elephant shrew",46.5,0.29,9.3,0.29,6.236559139784946,0.016285769481291307,14.017306170588958,-4.717306170588957,-0.5072372226439739
North African elephant shrew,49.0,0.288,7.2,0.288,5.877551020408163,0.01555053831809392,14.298097122945387,-7.098097122945387,-0.9858468226313037
Rufous elephant shrew,53.0,0.317,7.9,0.317,5.981132075471699,0.016138098430591757,14.215034810625246,-6.315034810625246,-0.7993714950158539
Short-eared elephant shrew,39.0,0.292,8.7,0.292,7.487179487179486,0.018710457041956407,13.171553684210284,-4.471553684210285,-0.5139716878402627
Duck-billed platypus,1030.3,1.931,22.6,1.931,1.8742113947393964,0.010618410208379555,20.30175695392588,2.29824304607412,0.10169217018027078
Short-beaked echidna,2909.0,2.327,49.5,2.327,0.7999312478514954,0.005874739211017256,25.439682157782915,24.060317842217085,0.48606702711549665
"Western long-beaked echidna, or Long-nosed echidna",11848.6,6.493,41.2,6.493,0.5479972317404588,0.005717354540078592,27.878942705991406,13.321057294008597,0.3233266333497232
