filename,group,slice,pace_hz,plv,lag_ms,sigmamu,vm_snr,ca_snr,hysteresis_width_mean,hysteresis_width_std,hysteresis_n_cycles,quality_flag,roi,original_plv,original_lag_ms,original_assignment,lag_ms_reprocessed_bad,condition,frequency,base,plv_beat_mean,plv_beat_sd,plv_beat_cv,lag_beat_mean,lag_beat_sd,lag_beat_cv,ec_coupling_gain,ec_gain_r,ec_gain_n_beats,ca_ttp_ms,ca_t50_ms,ca_t90_ms,ca_tau_ms,vm_upstroke,vm_apd50_ms,vm_apd90_ms,plv_band_2hz,plv_band_4hz,plv_band_8hz,plv_band_16hz,orientation_frac_ccw,orientation_nbeats,ai_ca,ai_ca_n,ai_vm,ai_vm_n
.\11931666\slice4 2Hz inte3.0 15V.tif,Sham,4,2.0,0.562491271859354,66.0,0.3506652327454534,7.589191359417148,16.322587601849197,0.2310970807204245,0.2263006371146723,9,USABLE,"(np.int64(25), np.int64(89), np.int64(12), np.int64(76))",0.6723694690347592,66.0,standard,0.0,Sham,2.0,slice4_2Hz_inte3_0_15V,0.7091867700608275,0.3456859432851757,0.4874399211586053,-6.909090909090909,26.957205142427306,3.901700744298689,1.1140662039766676,0.8360691819151815,11,260.0,52.0,52.0,3.695218193604018,9562.98828125,396.0,444.0,0.41795260408334106,0.7501691011891795,0.9157581171280256,0.9199619801828595,1.0,11.0,0.12578622806067727,10.0,0.10137154759421695,10.0
.\11931666\slice4 4Hz inte3.0 15V.tif,Sham,4,4.0,0.5373363103414458,46.0,0.3769213989419932,8.305832310678111,16.130225586605814,0.254662978345284,0.1450759526849094,17,EXTREME_LAG,"(np.int64(20), np.int64(84), np.int64(15), np.int64(79))",0.7666081405388867,46.0,standard,-2808.0,Sham,4.0,slice4_4Hz_inte3_0_15V,0.7837712793729156,0.2987444307676802,0.3811627685652138,7.047619047619048,47.00476166355509,6.669594560369304,1.07367258319299,0.954973118006371,21,184.0,60.0,64.0,24.471739259896797,11054.50439453125,212.0,240.0,0.5907155752444677,0.6962584629246185,0.7402323536802351,0.9169770558373143,1.0,21.0,0.2566069385606919,20.0,0.1957846991410341,20.0
.\11931666\slice4 8Hz inte3.0 15V.tif,Sham,4,8.0,0.6109850655048498,86.0,0.6035931233044111,6.37223196519337,16.23134990868553,0.28308139389687,0.1534589746435001,34,USABLE,"(np.int64(22), np.int64(86), np.int64(14), np.int64(78))",0.6027584556934479,86.0,standard,0.0,Sham,8.0,slice4_8Hz_inte3_0_15V,0.8345068429882806,0.2624377146684773,0.3144823998431404,-2.117647058823529,14.811471201213775,6.9943058450176165,1.0543167417712591,0.9406363192535524,34,24.0,8.0,10.0,2371708880.846621,8707.763671875,106.0,144.0,0.6245449279517021,0.7370789988756122,0.7641395621438404,0.6063041680361578,1.0,34.0,0.16313409611466304,33.0,0.15959106990555713,33.0
.\11931666\slice5 16Hz inte3.0 15V.tif,Sham,5,16.0,0.5762445028079217,42.0,0.3812906691789329,8.508359833720737,16.192130225171343,0.3265042268317447,0.1572609409424822,26,USABLE,"(np.int64(26), np.int64(90), np.int64(14), np.int64(78))",0.5104519861369052,42.0,standard,-160.0,Sham,16.0,slice5_16Hz_inte3_0_15V,0.8083835944332486,0.2694213551146456,0.3332840460518436,1.826086956521739,5.8244860443784585,3.1895995004929656,1.0453019253203952,0.9668167136006716,46,22.0,8.0,8.0,272610505.32834846,6907.958984375,106.0,134.0,0.05782297528231702,0.5533706216032975,0.5591487017446313,0.7882355306883391,1.0,46.0,0.16891081374424527,45.0,0.1360050474539933,45.0
.\11931666\slice5 2Hz inte3.0 15V.tif,Sham,5,2.0,0.6600868572994293,66.0,0.4342751696136337,7.122780842056021,16.323386171033608,0.4974294853317772,0.323518019212384,10,USABLE,"(np.int64(2), np.int64(66), np.int64(19), np.int64(83))",0.5614013084473624,66.0,standard,0.0,Sham,2.0,slice5_2Hz_inte3_0_15V,0.8054687418118617,0.2853196642401214,0.3542281027545638,1.2,1.9321835661585915,1.6101529717988263,0.6727139871198249,0.9279692346538662,10,218.0,12.0,16.0,5.940937243451,8610.90087890625,422.0,508.0,0.6647551824690406,0.665040596329851,0.7595976080948824,0.8557592789908856,1.0,10.0,0.06079847532946539,9.0,0.0954190602457657,9.0
.\11931666\slice5 4Hz inte3.0 15V.tif,Sham,5,4.0,0.5812420140118499,46.0,0.3846955977337488,7.237877634442568,16.272497921516862,0.4922697993055555,0.2258586967945889,16,USABLE,"(np.int64(25), np.int64(89), np.int64(14), np.int64(78))",0.6677964533999934,46.0,standard,0.0,Sham,4.0,slice5_4Hz_inte3_0_15V,0.8182713887725617,0.3082957676452273,0.3767646918556969,0.4210526315789473,1.261207070569223,2.995366792601905,0.5159541232584542,0.6283789547097574,19,180.0,16.0,18.0,11.488498006041407,8502.25830078125,216.0,264.0,0.6685998811857852,0.4132279833068549,0.8601703437171082,0.9665368006384347,1.0,19.0,0.030903173526127335,18.0,0.052048958212533455,18.0
.\11931666\slice5 8Hz inte3.0 15V.tif,Sham,5,8.0,0.5392665735580302,86.0,0.4141964297344716,6.351456200340414,15.918379734895884,0.3085638617913849,0.1113911934859565,41,USABLE,"(np.int64(23), np.int64(87), np.int64(13), np.int64(77))",0.6475881584835983,86.0,standard,-84.0,Sham,8.0,slice5_8Hz_inte3_0_15V,0.7726657269882286,0.3039410996426608,0.3933668713732029,-3.414634146341464,16.187920820408188,4.7407482402623975,0.8607974676747628,0.8875151330631826,41,108.0,8.0,12.0,65.09273888347724,7219.42138671875,104.0,136.0,0.342372319888405,0.21408038448297728,0.8157249288094907,0.6782308910920902,1.0,41.0,0.08436580036182967,40.0,0.09603828655967576,40.0
.\11931666\slice6 2Hz inte3.0 15V.tif,Sham,6,2.0,0.5895622783967654,58.0,0.3205230029814994,6.904608793515351,15.939345766345632,0.5375079295365468,0.2700496079271275,10,USABLE,"(np.int64(74), np.int64(138), np.int64(51), np.int64(115))",0.6380384299225087,58.0,standard,0.0,Sham,2.0,slice6_2Hz_inte3_0_15V,0.7677686910146095,0.3276082871139745,0.4267018060882878,-5.6,26.209413067318646,4.680252333449759,0.8818359815428504,0.9620814700918756,10,334.0,14.0,14.0,7.390297823781061,14141.7236328125,400.0,476.0,0.42032430191949455,0.6705106872500572,0.7600690774701631,0.8829958253594627,1.0,10.0,0.08303307016928702,9.0,0.09193861761311295,9.0
.\11931666\slice6 4Hz inte3.0 15V.tif,Sham,6,4.0,0.7116565415671937,30.0,0.6931547967853781,8.072888437265483,16.31193464250193,0.3255560162039689,0.205818598935586,15,USABLE,"(np.int64(75), np.int64(139), np.int64(51), np.int64(115))",0.7075363328873103,30.0,standard,0.0,Sham,4.0,slice6_4Hz_inte3_0_15V,0.8199447973031109,0.2715737991936164,0.331209857159717,1.5,2.0,1.3333333333333333,0.5746248439903033,0.5937136579256641,16,166.0,24.0,28.0,7.010313353203133,12007.537841796877,268.0,316.0,0.7585313288492034,0.6762223888601244,0.7901939077161287,0.8329920436353221,1.0,16.0,0.06496946852965019,15.0,0.07178654840680349,15.0
.\11931666\slice6 8Hz inte3.0 15V.tif,Sham,6,8.0,0.581760392968978,82.0,0.4728715674330926,6.723959812339482,15.812155427273977,0.2481186785679017,0.1639663293485838,42,USABLE,"(np.int64(76), np.int64(140), np.int64(50), np.int64(114))",0.7944510006711638,82.0,standard,0.0,Sham,8.0,slice6_8Hz_inte3_0_15V,0.8273841870579126,0.2610271181464241,0.3154847798996593,4.4,13.057663041393132,2.967650691225712,0.8014900968619871,0.7638557036790615,40,86.0,4.0,8.0,133538027.77897348,10649.322509765623,108.0,146.0,0.7889837698935666,0.6264621091202561,0.5910129321239519,0.5756811901978768,1.0,40.0,0.08178404796537446,39.0,0.07352367206458385,39.0
.\11931666\slice7 16Hz inte3.0 15V.tif,Sham,7,16.0,0.5232026764484791,42.0,0.4564288581040648,7.0846805271216375,16.03546038537673,0.2513489088137298,0.1361382177784961,27,USABLE,"(0, np.int64(60), np.int64(6), np.int64(70))",0.5987044964355095,42.0,standard,-168.0,Sham,16.0,slice7_16Hz_inte3_0_15V,0.8108593605989177,0.2525664492808442,0.3114799699596405,1.1555555555555554,6.748587581370961,5.840123868494102,1.0479983853151456,0.977870553082916,45,32.0,8.0,8.0,69118383.25558592,6077.018229166697,104.0,136.0,0.5203016010270591,0.6642630082685868,0.5511619562718,0.8435157632743562,0.9555555555555556,45.0,0.25845972089296126,44.0,0.2445081622011814,44.0
.\11931666\slice7 2Hz inte3.0 15V.tif,Sham,7,2.0,0.5874634250719897,42.0,0.4016930442489924,7.289697148663324,16.317184797165257,0.233299852839684,0.1143640629823636,10,USABLE,"(0, np.int64(60), np.int64(5), np.int64(69))",0.6536082835712991,42.0,standard,0.0,Sham,2.0,slice7_2Hz_inte3_0_15V,0.7789399414842083,0.3151984677323864,0.4046505397217156,2.5454545454545454,2.018099916438052,0.7928249671720918,0.5672902556661759,0.8667937456587999,11,156.0,24.0,44.0,6.504352655788678,7375.463453389784,356.0,400.0,0.6590189026680155,0.8234804246628247,0.9235666651723735,0.8902590629299045,1.0,11.0,0.07712650488352454,10.0,0.10954789138589353,10.0
.\11931666\slice7 4Hz inte3.0 15V.tif,Sham,7,4.0,0.6580621879548225,62.0,0.5395876631686027,6.943581588089131,16.282984160330432,0.2516892070363787,0.1668493651427471,20,USABLE,"(0, np.int64(60), np.int64(4), np.int64(68))",0.6804761246716069,62.0,standard,0.0,Sham,4.0,slice7_4Hz_inte3_0_15V,0.7530433967160269,0.3210194132013376,0.4262960336698819,-1.565217391304348,38.45638153326976,24.569354868477895,0.8694820616010407,0.83463367670785,23,104.0,24.0,28.0,19.323248393499394,7705.468749999909,204.0,220.0,0.8661598228296108,0.8710963058694149,0.7684714891856322,0.8941745558754266,1.0,23.0,0.06907963062935858,22.0,0.061835734610487574,22.0
.\11931666\slice7 8Hz inte3.0 15V.tif,Sham,7,8.0,0.7476090176268673,123.0,0.6584478958353328,16.476524717180414,7.657330869254633,0.2662674576681949,0.1514422360446815,32,USABLE,"(0, np.int64(59), np.int64(7), np.int64(71))",0.6187807927918084,123.0,swapped,0.0,Sham,8.0,slice7_8Hz_inte3_0_15V,0.8073740090528939,0.2390560620596204,0.2960908567518168,2.731707317073171,17.74122936868229,6.494557179606909,0.9982145337063792,0.987563827801434,41,16.0,8.0,14.0,1335815033.811762,6719.676906779796,76.0,100.0,0.6724738374891002,0.7856518478669209,0.7532191223053454,0.6842488684870979,0.8048780487804879,41.0,0.49757330068677064,40.0,0.4507335766128737,40.0
.\11931666\slice8 16Hz inte3.0 15V.tif,Sham,8,16.0,0.630560696364605,42.0,0.483492403290542,10.650550521295992,16.40613062097375,0.2146775716841385,0.1358389216615254,13,USABLE,"(np.int64(31), np.int64(95), np.int64(18), np.int64(82))",0.5386371024259715,42.0,standard,0.0,Sham,16.0,slice8_16Hz_inte3_0_15V,0.8507470854738607,0.2292792755356231,0.2695034510848968,2.054054054054054,6.43750273331526,3.134047383324535,0.9918503105080518,0.9610933030912872,37,40.0,8.0,12.0,205.6713367438429,7163.4521484375,96.0,124.0,0.7919966207659681,0.8368963085809759,0.718940078940389,0.7520590404319402,1.0,37.0,0.15424529630907294,36.0,0.15123484016441388,36.0
.\11931666\slice8 2Hz inte3.0 15V.tif,Sham,8,2.0,0.5189110250125728,30.0,0.4010437702436844,8.803634073596996,16.34432774266293,0.229386391266622,0.1358102423092339,7,USABLE,"(np.int64(34), np.int64(98), np.int64(21), np.int64(85))",0.493569678325264,30.0,standard,0.0,Sham,2.0,slice8_2Hz_inte3_0_15V,0.7604597658301722,0.319284796030169,0.419857578765676,-22.666666666666668,72.52585745787498,3.1996701819650726,0.9880689568176506,0.978846595543532,9,420.0,24.0,28.0,10.354956909178911,8630.615234375,464.0,532.0,0.16451545810656665,0.6126409150360063,0.7753467863263506,0.838452051231,1.0,9.0,0.2134979031586231,8.0,0.2217162110392192,8.0
.\11931666\slice8 4Hz inte3.0 15V.tif,Sham,8,4.0,0.4520296134992685,170.0,0.4430696243444186,7.090050202964958,16.066670757069062,0.1900635080527891,0.1453997986984856,12,USABLE,"(np.int64(34), np.int64(98), np.int64(22), np.int64(86))",0.6431213775961468,170.0,standard,-336.0,Sham,4.0,slice8_4Hz_inte3_0_15V,0.7962938027609332,0.3096265723198439,0.3888345874930806,-8.307692307692308,34.81231730145863,4.190371527027427,0.9880456193315704,0.979223905423249,13,12.0,20.0,50.0,6.427893529169603,9631.89697265625,256.0,288.0,0.5317992280885054,0.6041772096117657,0.4516558433332184,0.910655488469066,1.0,13.0,0.27492171056326564,12.0,0.29997184280745504,12.0
.\11931666\slice8 8Hz inte3.0 15V.tif,Sham,8,8.0,0.6636178306081508,86.0,0.8520895708629069,9.001484512124238,16.528733795931668,0.2888707458879638,0.186333774735804,25,USABLE,"(np.int64(33), np.int64(97), np.int64(22), np.int64(86))",0.6861732449884669,86.0,standard,-84.0,Sham,8.0,slice8_8Hz_inte3_0_15V,0.9054645692544964,0.156383651747986,0.1727109564063259,3.1724137931034484,11.077870364951025,3.491937397647605,0.9757420115401516,0.954641197842968,29,40.0,8.0,8.0,1468588436.1029372,8216.4306640625,108.0,152.0,0.14951253180964996,0.7009905021497307,0.6163636886125385,0.5048632415869289,1.0,29.0,0.15326729021516153,28.0,0.1666536686282853,28.0
.\11931666\slice9 16Hz inte3.0 15V.tif,Sham,9,16.0,0.4943023559702897,86.0,0.3252045157097703,7.032457320476575,15.949649680196226,0.2379878290748721,0.1094033529310209,29,USABLE,"(np.int64(76), np.int64(140), np.int64(8), np.int64(72))",0.3927107101331759,86.0,standard,0.0,Sham,16.0,slice9_16Hz_inte3_0_15V,0.780736109063369,0.2870994408603902,0.3677291693409912,0.3720930232558139,4.766066841117294,12.808804635502728,0.9282386740429532,0.9324401962789038,43,40.0,6.0,8.0,130728700.08860672,6897.705078125,108.0,132.0,0.5698699498608437,0.48522246822753645,0.8842289480213795,0.8003183832948194,1.0,43.0,0.18665140942821315,42.0,0.17110840128145496,42.0
.\11931666\slice9 2Hz inte3.0 15V.tif,Sham,9,2.0,0.3911634680204683,126.0,2.2736290747120704,12.276789312878144,12.38467947761463,0.2705330897081292,0.2312084177616226,9,EXTREME_LAG,"(np.int64(89), 150, np.int64(19), np.int64(83))",0.5925281902256517,126.0,standard,-1076.0,Sham,2.0,slice9_2Hz_inte3_0_15V,0.6109341206328225,0.2902043062252499,0.4750173487194467,-65.5,98.67551440381318,1.5064964031116517,0.9989660406042792,0.9999260740098316,8,222.0,22.0,124.0,14.96073775839703,10113.121157786964,510.0,532.0,0.5639624164978262,0.7460483051841886,0.7952266859730395,0.8350961998713186,0.875,8.0,0.7602031662164682,7.0,0.7521372733925168,7.0
.\11931666\slice9 4Hz inte3.0 15V.tif,Sham,9,4.0,0.6555753456761573,170.0,0.4518906203378308,11.089784388334134,16.41010546609977,0.2975790019737837,0.1785536007207621,10,USABLE,"(np.int64(28), np.int64(92), np.int64(16), np.int64(80))",0.4548978658459834,170.0,standard,-168.0,Sham,4.0,slice9_4Hz_inte3_0_15V,0.8748076457374445,0.2055771560844637,0.2349969814348918,-8.285714285714286,33.33611709987687,4.023324477571347,0.9953479304726004,0.9784207522862056,14,262.0,4.0,10.0,188.40435968504391,11667.205810546877,296.0,346.0,0.3073197777208091,0.4562110216299204,0.5760078390454256,0.892906361043136,1.0,14.0,0.31377107655678244,13.0,0.28572949973386236,13.0
.\11931666\slice9 8Hz inte3.0 15V.tif,Sham,9,8.0,0.5406069586862002,86.0,0.330318412471538,5.982802979116423,15.969019633314437,0.2977139624246723,0.0931968593980595,33,LOW_SNR,"(np.int64(76), np.int64(140), np.int64(8), np.int64(72))",0.4398167273557203,86.0,standard,0.0,Sham,8.0,slice9_8Hz_inte3_0_15V,0.7739054740248085,0.2838917589962548,0.3668300180380354,2.2564102564102564,15.941864694336216,7.06514458044446,0.9467053715045476,0.9726480247576292,39,48.0,8.0,8.0,10501.84457446953,7276.7333984375,108.0,148.0,0.7319185232371624,0.5941608894601942,0.7882606763362148,0.6272287176923539,0.8974358974358975,39.0,0.2895940020587131,38.0,0.3107452353374025,38.0
.\11931666\slice1 16Hz inte3.0 15V.tif,TAC,1,16.0,0.5374720026496058,2930.0,1.7053865153540453,6.309040721907423,16.006397210961914,0.1658208130614714,0.1086230928234638,15,EXTREME_LAG,"(np.int64(58), np.int64(122), np.int64(23), np.int64(87))",0.5376632839382317,2930.0,standard,-2928.0,Tac,16.0,slice1_16Hz_inte3_0_15V,0.8061180391850813,0.1466100503751964,0.181871690309036,1.4814814814814814,1.9684115104936453,1.3286777695832108,0.8919843125930496,0.925996717291114,27,40.0,8.0,20.0,4226.503489973645,4577.5146484375,44.0,72.0,0.7004764078221939,0.610104898449827,0.1850558052988106,0.37850892616604603,0.9259259259259259,27.0,0.2800005849221266,26.0,0.2731597866498796,26.0
.\11931666\slice1 2Hz inte3.0 15V.tif,TAC,1,2.0,0.444425941832821,110.0,0.6759757247324132,3.989718757755241,16.222681481393554,0.1716781333144795,0.0967423308465975,3,LOW_SNR,"(np.int64(58), np.int64(122), np.int64(22), np.int64(86))",0.4431323178235017,110.0,standard,-108.0,Tac,2.0,slice1_2Hz_inte3_0_15V,0.5671979233123091,0.2702435745321354,0.4764537446716541,-17.666666666666668,60.16845040585992,3.4057613437279195,1.0447297509565197,0.9736659715365436,12,226.0,8.0,32.0,2.616519618389753,4804.6875,264.0,414.0,0.6527898753767308,0.5737122651486632,0.45344416973139356,0.4949563040839536,0.9166666666666666,12.0,0.4289014849796349,11.0,0.40211341901627246,11.0
.\11931666\slice1 4Hz inte3.0 15V.tif,TAC,1,4.0,0.6897591314686644,248.0,0.5866734303858295,16.346296001452675,7.571319152853021,0.2058660044663472,0.1497261110388127,8,USABLE,"(np.int64(58), np.int64(122), np.int64(23), np.int64(87))",0.6890662621682142,248.0,swapped,0.0,Tac,4.0,slice1_4Hz_inte3_0_15V,0.7891587315589966,0.2520567874434202,0.319399351947203,-7.764705882352941,28.44189122527875,3.662970839619233,0.9427294270380988,0.9806138311381892,17,132.0,8.0,32.0,90.9649315093635,5680.35888671875,164.0,288.0,0.5449693392507754,0.6419893174180056,0.3919003175363545,0.4763830416168204,0.8235294117647058,17.0,0.40871607981185903,16.0,0.46895051053003683,16.0
.\11931666\slice1 8Hz inte3.0 15V.tif,TAC,1,8.0,0.6609664385305747,86.0,0.9854684098261924,3.845473868928004,15.909279864375783,0.2004725689722123,0.1200047308960001,23,LOW_SNR,"(np.int64(58), np.int64(122), np.int64(21), np.int64(85))",0.6613306431484074,86.0,standard,-84.0,Tac,8.0,slice1_8Hz_inte3_0_15V,0.6672565815739054,0.3149861448386065,0.472061503081208,4.5,14.98083882547615,3.329075294550256,1.025325603287137,0.9802756664983372,48,50.0,4.0,8.0,269589870.6518762,3918.426513671875,60.0,96.0,0.2160777934776557,0.507610966488929,0.2592074376089075,0.05828137835251357,0.6041666666666666,48.0,0.19941507851013532,47.0,0.16003809033822566,47.0
.\11931666\slice10 16Hz inte3.0 15V.tif,TAC,10,16.0,0.5448343110872672,126.0,0.579882101879181,7.790408716670873,16.33095607266417,0.1888237946350301,0.088310115376484,13,USABLE,"(np.int64(39), np.int64(103), np.int64(6), np.int64(70))",0.5424774058694803,126.0,standard,-124.0,Tac,16.0,slice10_16Hz_inte3_0_15V,0.8543344652680342,0.2156706162308742,0.2524428370839643,0.0975609756097561,7.924029524329085,81.22130262437312,1.021669694525005,0.982953741296404,41,36.0,8.0,10.0,502501473.9882727,7956.35986328125,84.0,124.0,0.4253182781424174,0.6603670480840015,0.8053143632249904,0.7978207973791399,0.975609756097561,41.0,0.264222184195821,40.0,0.25269034755092895,40.0
.\11931666\slice10 2Hz inte3.0 15V.tif,TAC,10,2.0,0.4749291669690172,178.0,0.3760928845803377,7.66411522688572,16.200175662999293,0.3727229769378419,0.2036800639180477,8,USABLE,"(np.int64(42), np.int64(106), np.int64(6), np.int64(70))",0.4778228011056069,178.0,standard,-176.0,Tac,2.0,slice10_2Hz_inte3_0_15V,0.6854503805880532,0.3628488722624665,0.5293583351010406,-26.22222222222222,83.18920870187698,3.1724698233766646,0.952535329184837,0.9777128317072772,9,348.0,16.0,28.0,16.988613537205335,9415.4052734375,312.0,376.0,0.23131302348134203,0.4107976357017635,0.7116568168249281,0.8909142687056363,1.0,9.0,0.25936488797345403,8.0,0.2676487530573515,8.0
.\11931666\slice10 4Hz inte3.0 15V.tif,TAC,10,4.0,0.845376102149503,244.0,0.7794189884360397,11.919073818720008,17.9697153957654,0.4870696274250214,0.0430251542442208,3,USABLE,"(np.int64(42), np.int64(106), np.int64(5), np.int64(69))",0.8453591704695317,244.0,standard,4.0,Tac,4.0,slice10_4Hz_inte3_0_15V,0.737728342235352,0.3115296666716461,0.4222823617263997,-4.235294117647059,47.38081021331936,11.187135744811515,1.0159372010988117,0.9861201304466104,17,172.0,6.0,10.0,13.205629888926582,9841.97998046875,204.0,228.0,0.47003002319654136,0.7483472321933629,0.7095002582377874,0.9012097257821295,1.0,17.0,0.24988889134929154,16.0,0.20390889222986872,16.0
.\11931666\slice10 8Hz inte3.0 15V.tif,TAC,10,8.0,0.5052096263700626,170.0,0.4212098680816519,6.628952691300302,16.060077294902392,0.1414557072352913,0.1137074711765187,29,USABLE,"(np.int64(39), np.int64(103), np.int64(5), np.int64(69))",0.5052714650194595,170.0,standard,-168.0,Tac,8.0,slice10_8Hz_inte3_0_15V,0.8205992867076537,0.2623900131866341,0.319754132664891,-0.5517241379310345,11.599218590973368,21.02358369613923,1.0799743260503658,0.9233436594534072,29,80.0,14.0,18.0,735.978116547343,9574.0966796875,124.0,168.0,0.46733244804289775,0.46566854408485675,0.731579819601407,0.685942357956128,1.0,29.0,0.16424619367242943,28.0,0.1430336421581043,28.0
.\11931666\slice11 16Hz inte3.0 15V.tif,TAC,11,16.0,0.515400388743109,146.0,0.4720362115720694,6.880818827793879,16.15656774034735,0.2364327162757203,0.1225600335711918,29,USABLE,"(np.int64(77), np.int64(141), 0, np.int64(47))",0.5158569886346891,146.0,standard,-144.0,Tac,16.0,slice11_16Hz_inte3_0_15V,0.7857934113958256,0.2840361408494801,0.3614641415037309,1.1538461538461535,6.548116374523183,5.675034191253427,1.0318679436574727,0.9805951847378688,52,12.0,8.0,12.0,386512516.4357759,8230.92586436178,74.0,96.0,0.7071930134689788,0.4356090596325802,0.8842371390167203,0.8526360031397408,0.9807692307692307,52.0,0.24238673546342662,51.0,0.24608855157344364,51.0
.\11931666\slice11 2Hz inte3.0 15V.tif,TAC,11,2.0,0.6912550889674198,498.0,0.8855834855183546,16.53293582797316,8.682606182581264,0.436541642141751,0.1672450412829149,7,USABLE,"(np.int64(29), np.int64(93), np.int64(5), np.int64(69))",0.6915066946361413,498.0,swapped,0.0,Tac,2.0,slice11_2Hz_inte3_0_15V,0.8798371772023612,0.1831695050045451,0.2081856845228721,1.3333333333333333,2.0,1.5,1.0305695259314809,0.9424451287052028,9,196.0,16.0,16.0,9.463140539218951,8898.86474609375,376.0,460.0,0.7741461549152269,0.5832710361073314,0.7577237428154424,0.775479523656185,1.0,9.0,0.18672462881152177,8.0,0.1712764034236226,8.0
.\11931666\slice11 4Hz inte3.0 15V.tif,TAC,11,4.0,0.5789462110103536,248.0,0.5213278920240825,16.467105846100345,9.298530864566336,0.3893688611791474,0.1217395774407667,6,USABLE,"(np.int64(27), np.int64(91), np.int64(6), np.int64(70))",0.5787148676069643,248.0,swapped,0.0,Tac,4.0,slice11_4Hz_inte3_0_15V,0.8255014893380828,0.23906575938065,0.2896006396939898,0.9230769230769232,1.7541160386140584,1.9002923751652296,1.0267168988321749,0.9908227524746828,13,168.0,16.0,16.0,13.219974035124958,7676.025390625,252.0,332.0,0.6585028503892753,0.4982435380567619,0.6428622618817651,0.7683184909427958,1.0,13.0,0.29968999241533384,12.0,0.2868878946616336,12.0
.\11931666\slice11 8Hz inte3.0 15V.tif,TAC,11,8.0,0.4039664953463944,166.0,0.3658834719370643,5.982789447412031,15.977048326574192,0.342140341682526,0.1073988667362422,27,LOW_SNR,"(np.int64(23), np.int64(87), np.int64(10), np.int64(74))",0.404712701929781,166.0,standard,-164.0,Tac,8.0,slice11_8Hz_inte3_0_15V,0.7987233676164213,0.2786842354769757,0.3489120849295233,2.571428571428572,16.165520152839086,6.286591170548533,0.9056650016086928,0.8463603557194289,42,16.0,8.0,12.0,1027121343.2222222,6326.171875,92.0,142.0,0.5784948428626859,0.3780421438179152,0.583279402829841,0.46966571903828563,1.0,42.0,0.10331116589346014,41.0,0.1005644798556161,41.0
.\11931666\slice12 16Hz inte3.0 15V.tif,TAC,12,16.0,0.4551762215468801,166.0,0.5545179505584696,7.158837332924316,16.253205178497062,0.1372226839813139,0.176896463298742,6,USABLE,"(np.int64(18), np.int64(82), np.int64(4), np.int64(68))",0.4560952739719376,166.0,standard,-164.0,Tac,16.0,slice12_16Hz_inte3_0_15V,0.8211317730085921,0.265357632146934,0.3231608383325308,2.4347826086956523,6.978227007909175,2.866057521105554,1.0541686614472718,0.895004983269207,46,40.0,8.0,8.0,132833209.3432644,7478.82080078125,104.0,130.0,0.7540869102793457,0.48750651029869474,0.6111235384338564,0.7465768812351955,1.0,46.0,0.14256143230562976,45.0,0.11258164567998263,45.0
.\11931666\slice12 2Hz inte3.0 15V.tif,TAC,12,2.0,0.6503449849409592,498.0,0.6896793267023397,16.555917689100905,8.839013506753888,0.3333389497348008,0.2219624172746219,8,USABLE,"(np.int64(59), np.int64(123), 0, np.int64(64))",0.649244443470076,498.0,swapped,0.0,Tac,2.0,slice12_2Hz_inte3_0_15V,0.7846657370067204,0.3034496713507704,0.3867247632199995,0.8,1.6865480854231358,2.10818510677892,1.1280950110855217,0.9787721229852492,10,398.0,8.0,40.0,22.133183100101597,11478.1494140625,442.0,518.0,0.8238137642028669,0.6710802582860587,0.4869413095967733,0.9189062432029226,1.0,10.0,0.32836272483104506,9.0,0.25643837950155085,9.0
